index	UMLS_CUI	type	
3756	C0974655	drug
3757	C1161453	drug
3758	C0781758	drug
3759	C0936073	drug
3760	C1165074	drug
3761	C2369324	drug
3762	C0979499	drug
3763	C0064906	drug
3764	C3663538	drug
3765	C0356878	drug
3766	C0975529	drug
3767	C0689919	drug
3768	C0705898	drug
3769	C0700603	drug
3770	C0689007	drug
3771	C0977737	drug
3772	C2917406	drug
3773	C0979501	drug
3774	C4057847	drug
3775	C0688386	drug
3776	C0936148	drug
3777	C0978725	drug
3778	C0979652	drug
3779	C0980199	drug
3780	C0021027	drug
3781	C0979973	drug
3782	C4522699	drug
3783	C0974157	drug
3784	C0976206	drug
3785	C2920434	drug
3786	C3865130	drug
3787	C0731972	drug
3788	C0351975	drug
3789	C0072980	drug
3790	C4048203	drug
3791	C0978245	drug
3792	C0979931	drug
3793	C1177117	drug
3794	C2718524	drug
3795	C0974986	drug
3796	C0014704	drug
3797	C0973882	drug
3798	C1631227	drug
3799	C0975158	drug
3800	C0013089	drug
3801	C0978176	drug
3802	C0784839	drug
3803	C0991860	drug
3804	C0085176	drug
3805	C0086160	drug
3806	C0689810	drug
3807	C0974839	drug
3808	C0013092	drug
3809	C0053792	drug
3810	C0982515	drug
3811	C1615216	drug
3812	C0021734	drug
3813	C1533702	drug
3814	C0693766	drug
3815	C1572397	drug
3816	C1164917	drug
3817	C2961851	drug
3818	C1168875	drug
3819	C1608306	drug
3820	C1815806	drug
3821	C3667596	drug
3822	C0981607	drug
3823	C2946957	drug
3824	C1509194	drug
3825	C0936169	drug
3826	C4551845	drug
3827	C0775764	drug
3828	C0977232	drug
3829	C0589330	drug
3830	C0977277	drug
3831	C4478107	drug
3832	C1572491	drug
3833	C3884837	drug
3834	C2741195	drug
3835	C0991848	drug
3836	C0981193	drug
3837	C0978960	drug
3838	C0977134	drug
3839	C0977605	drug
3840	C1163907	drug
3841	C1363069	drug
3842	C0012050	drug
3843	C4049070	drug
3844	C0689443	drug
3845	C0065932	drug
3846	C0689763	drug
3847	C1130402	drug
3848	C2266971	drug
3849	C0979793	drug
3850	C0977466	drug
3851	C0773319	drug
3852	C0976749	drug
3853	C0980699	drug
3854	C1965879	drug
3855	C0979373	drug
3856	C0692784	drug
3857	C2003424	drug
3858	C0065865	drug
3859	C0982651	drug
3860	C1962243	drug
3861	C0975439	drug
3862	C0980502	drug
3863	C3204684	drug
3864	C2917434	drug
3865	C4530583	drug
3866	C0976382	drug
3867	C0033399	drug
3868	C1711759	drug
3869	C1700019	drug
3870	C0356885	drug
3871	C3179547	drug
3872	C0003143	drug
3873	C1256528	drug
3874	C0068771	drug
3875	C0005632	drug
3876	C0980670	drug
3877	C0974956	drug
3878	C0980393	drug
3879	C0980777	drug
3880	C3154597	drug
3881	C0974618	drug
3882	C0976747	drug
3883	C0149381	drug
3884	C0691447	drug
3885	C1436328	drug
3886	C4284411	drug
3887	C0976743	drug
3888	C4306822	drug
3889	C0976494	drug
3890	C0981296	drug
3891	C0873590	drug
3892	C0016374	drug
3893	C0057598	drug
3894	C1591474	drug
3895	C0776097	drug
3896	C0692009	drug
3897	C3692758	drug
3898	C1950557	drug
3899	C0773922	drug
3900	C1272466	drug
3901	C1357971	drug
3902	C0016351	drug
3903	C0772568	drug
3904	C3257791	drug
3905	C0789390	drug
3906	C4048339	drug
3907	C0980711	drug
3908	C1694323	drug
3909	C1145601	drug
3910	C2718123	drug
3911	C0979683	drug
3912	C0706056	drug
3913	C4083016	drug
3914	C0976726	drug
3915	C4048436	drug
3916	C0244714	drug
3917	C0980217	drug
3918	C0281351	drug
3919	C0020273	drug
3920	C2747647	drug
3921	C0057258	drug
3922	C1445426	drug
3923	C0977288	drug
3924	C0690625	drug
3925	C4060033	drug
3926	C0360172	drug
3927	C0979357	drug
3928	C0210630	drug
3929	C0977987	drug
3930	C0703562	drug
3931	C0976640	drug
3932	C0979183	drug
3933	C2266978	drug
3934	C0689947	drug
3935	C3853822	drug
3936	C0982090	drug
3937	C0981790	drug
3938	C0981482	drug
3939	C0981570	drug
3940	C3888268	drug
3941	C0033405	drug
3942	C3888322	drug
3943	C0936199	drug
3944	C0663241	drug
3945	C0693759	drug
3946	C0778291	drug
3947	C0975606	drug
3948	C0974296	drug
3949	C0978569	drug
3950	C0979256	drug
3951	C1576469	drug
3952	C0690474	drug
3953	C0016377	drug
3954	C0689550	drug
3955	C0772614	drug
3956	C0779603	drug
3957	C0994758	drug
3958	C0981783	drug
3959	C0031393	drug
3960	C0694436	drug
3961	C0991827	drug
3962	C0980845	drug
3963	C0978987	drug
3964	C0688946	drug
3965	C0689843	drug
3966	C1724228	drug
3967	C0037537	drug
3968	C0977790	drug
3969	C3154850	drug
3970	C0282331	drug
3971	C0978118	drug
3972	C4056558	drug
3973	C2931926	drug
3974	C0020352	drug
3975	C0780752	drug
3976	C4048564	drug
3977	C0031463	drug
3978	C0974235	drug
3979	C0978217	drug
3980	C0974933	drug
3981	C0979358	drug
3982	C4059408	drug
3983	C1711863	drug
3984	C0872744	drug
3985	C3888290	drug
3986	C0981619	drug
3987	C0973749	drug
3988	C0974286	drug
3989	C2726167	drug
3990	C1967731	drug
3991	C0974952	drug
3992	C1319683	drug
3993	C0074722	drug
3994	C0978910	drug
3995	C1691970	drug
3996	C4529868	drug
3997	C3893099	drug
3998	C1877975	drug
3999	C3249244	drug
4000	C0688926	drug
4001	C0981793	drug
4002	C1874876	drug
4003	C0006044	drug
4004	C0057626	drug
4005	C3249628	drug
4006	C3536842	drug
4007	C0979372	drug
4008	C4306273	drug
4009	C0030095	drug
4010	C0704664	drug
4011	C3668832	drug
4012	C3668795	drug
4013	C0975752	drug
4014	C0071810	drug
4015	C0979843	drug
4016	C0974679	drug
4017	C0974183	drug
4018	C4048452	drug
4019	C0689481	drug
4020	C0981462	drug
4021	C0980683	drug
4022	C0687869	drug
4023	C0979536	drug
4024	C1697873	drug
4025	C0977930	drug
4026	C0014892	drug
4027	C0040372	drug
4028	C3485623	drug
4029	C0978224	drug
4030	C0977333	drug
4031	C3855966	drug
4032	C0004906	drug
4033	C1813985	drug
4034	C0148859	drug
4035	C0690836	drug
4036	C2747104	drug
4037	C0689705	drug
4038	C1177183	drug
4039	C4283666	drug
4040	C1711767	drug
4041	C0690283	drug
4042	C0687931	drug
4043	C0776499	drug
4044	C0000378	drug
4045	C2975435	drug
4046	C0290883	drug
4047	C4048356	drug
4048	C0980286	drug
4049	C0693627	drug
4050	C0689451	drug
4051	C0974047	drug
4052	C1812846	drug
4053	C0209210	drug
4054	C3152805	drug
4055	C2682140	drug
4056	C0051919	drug
4057	C0768182	drug
4058	C0242430	drug
4059	C0690617	drug
4060	C0031965	drug
4061	C0692591	drug
4062	C0688476	drug
4063	C0977019	drug
4064	C1724248	drug
4065	C0980708	drug
4066	C0690704	drug
4067	C3154298	drug
4068	C0979275	drug
4069	C0690449	drug
4070	C1650426	drug
4071	C0976051	drug
4072	C0055461	drug
4073	C2683927	drug
4074	C3153638	drug
4075	C0993211	drug
4076	C0705042	drug
4077	C0979316	drug
4078	C2719951	drug
4079	C0693045	drug
4080	C1630702	drug
4081	C0980388	drug
4082	C0976631	drug
4083	C0974316	drug
4084	C0689534	drug
4085	C0687779	drug
4086	C0708427	drug
4087	C0978141	drug
4088	C0304371	drug
4089	C1565316	drug
4090	C0687960	drug
4091	C0979543	drug
4092	C0780179	drug
4093	C1873568	drug
4094	C0688621	drug
4095	C0073999	drug
4096	C0040379	drug
4097	C0687802	drug
4098	C0014277	drug
4099	C0976647	drug
4100	C0001911	drug
4101	C0025376	drug
4102	C1576704	drug
4103	C4048439	drug
4104	C0037134	drug
4105	C0388753	drug
4106	C0979730	drug
4107	C0718215	drug
4108	C0054480	drug
4109	C3489764	drug
4110	C0788945	drug
4111	C0014310	drug
4112	C0775804	drug
4113	C1831731	drug
4114	C0021968	drug
4115	C0020789	drug
4116	C0691133	drug
4117	C0773340	drug
4118	C2938132	drug
4119	C0784131	drug
4120	C0706125	drug
4121	C1168655	drug
4122	C0977375	drug
4123	C0991714	drug
4124	C0527316	drug
4125	C0978731	drug
4126	C0709767	drug
4127	C1533409	drug
4128	C0750848	drug
4129	C3888167	drug
4130	C0031507	drug
4131	C0979030	drug
4132	C0979181	drug
4133	C0979844	drug
4134	C0977025	drug
4135	C0977629	drug
4136	C1711788	drug
4137	C0978077	drug
4138	C0982395	drug
4139	C0982767	drug
4140	C0543371	drug
4141	C3497045	drug
4142	C1319722	drug
4143	C0027603	drug
4144	C3153488	drug
4145	C0032334	drug
4146	C0991672	drug
4147	C0976392	drug
4148	C0976418	drug
4149	C0688913	drug
4150	C0216231	drug
4151	C0282052	drug
4152	C0068485	drug
4153	C2344618	drug
4154	C4082684	drug
4155	C2920194	drug
4156	C0043474	drug
4157	C0981794	drug
4158	C1964499	drug
4159	C0355077	drug
4160	C3887815	drug
4161	C4306271	drug
4162	C1642828	drug
4163	C4082651	drug
4164	C0693822	drug
4165	C0707243	drug
4166	C0786180	drug
4167	C0975297	drug
4168	C0982052	drug
4169	C0976458	drug
4170	C3248053	drug
4171	C0719239	drug
4172	C0776626	drug
4173	C2719277	drug
4174	C0979289	drug
4175	C3159306	drug
4176	C0976147	drug
4177	C0978594	drug
4178	C0784912	drug
4179	C2604635	drug
4180	C4019660	drug
4181	C0976053	drug
4182	C0981378	drug
4183	C0259507	drug
4184	C0693968	drug
4185	C0977104	drug
4186	C0978484	drug
4187	C0700483	drug
4188	C0978928	drug
4189	C1329861	drug
4190	C0976568	drug
4191	C0974617	drug
4192	C0060501	drug
4193	C0071808	drug
4194	C1694697	drug
4195	C0037138	drug
4196	C0691423	drug
4197	C0689554	drug
4198	C3273754	drug
4199	C0039736	drug
4200	C0689024	drug
4201	C0982807	drug
4202	C2608089	drug
4203	C0033495	drug
4204	C1321288	drug
4205	C0778108	drug
4206	C4290561	drug
4207	C0976856	drug
4208	C0772357	drug
4209	C3249491	drug
4210	C0980405	drug
4211	C3162896	drug
4212	C4081218	drug
4213	C0979077	drug
4214	C0021735	drug
4215	C4048957	drug
4216	C0009079	drug
4217	C3530508	drug
4218	C0977206	drug
4219	C1177196	drug
4220	C0778851	drug
4221	C0086135	drug
4222	C1177164	drug
4223	C0982238	drug
4224	C0978062	drug
4225	C0007072	drug
4226	C0691862	drug
4227	C0051150	drug
4228	C0977816	drug
4229	C0065646	drug
4230	C0978468	drug
4231	C0691646	drug
4232	C0982191	drug
4233	C4276101	drug
4234	C0038670	drug
4235	C0705972	drug
4236	C3854981	drug
4237	C0975056	drug
4238	C2369293	drug
4239	C0980147	drug
4240	C0002413	drug
4241	C1178567	drug
4242	C0355809	drug
4243	C0789522	drug
4244	C4281873	drug
4245	C0691375	drug
4246	C0709718	drug
4247	C0688230	drug
4248	C0690420	drug
4249	C0979390	drug
4250	C3887796	drug
4251	C3265345	drug
4252	C1168813	drug
4253	C4060034	drug
4254	C0974616	drug
4255	C1720708	drug
4256	C0993224	drug
4257	C0974131	drug
4258	C1161474	drug
4259	C3853751	drug
4260	C0065818	drug
4261	C0017642	drug
4262	C4048738	drug
4263	C0981431	drug
4264	C0976715	drug
4265	C0981183	drug
4266	C0071778	drug
4267	C0059714	drug
4268	C0676831	drug
4269	C3858012	drug
4270	C2365901	drug
4271	C0700461	drug
4272	C1996403	drug
4273	C0975417	drug
4274	C0007552	drug
4275	C1711861	drug
4276	C0981579	drug
4277	C3160091	drug
4278	C0781942	drug
4279	C2684759	drug
4280	C0002640	drug
4281	C1698387	drug
4282	C0716500	drug
4283	C0705397	drug
4284	C2723729	drug
4285	C3501358	drug
4286	C0705891	drug
4287	C0687990	drug
4288	C0977186	drug
4289	C0979044	drug
4290	C0976030	drug
4291	C0282356	drug
4292	C2719731	drug
4293	C0981585	drug
4294	C0939234	drug
4295	C1572737	drug
4296	C0690140	drug
4297	C0981839	drug
4298	C0980982	drug
4299	C0937296	drug
4300	C2683203	drug
4301	C1361670	drug
4302	C4306828	drug
4303	C0041014	drug
4304	C4318053	drug
4305	C4534734	drug
4306	C0037355	drug
4307	C0693826	drug
4308	C1364797	drug
4309	C0688236	drug
4310	C0980530	drug
4311	C1329089	drug
4312	C3652279	drug
4313	C0979453	drug
4314	C0688391	drug
4315	C0690362	drug
4316	C0978322	drug
4317	C0981671	drug
4318	C0976570	drug
4319	C1951497	drug
4320	C0054120	drug
4321	C0981449	drug
4322	C0705930	drug
4323	C0688497	drug
4324	C1998098	drug
4325	C0974665	drug
4326	C0979118	drug
4327	C0698112	drug
4328	C0163055	drug
4329	C0980052	drug
4330	C2369907	drug
4331	C0978746	drug
4332	C0976890	drug
4333	C2240969	drug
4334	C0689472	drug
4335	C2341695	drug
4336	C1617727	drug
4337	C0771765	drug
4338	C0700355	drug
4339	C0040778	drug
4340	C0975654	drug
4341	C0978926	drug
4342	C0689957	drug
4343	C3817496	drug
4344	C0035629	drug
4345	C0979992	drug
4346	C0991794	drug
4347	C0981976	drug
4348	C0000392	drug
4349	C0357217	drug
4350	C3474327	drug
4351	C0976145	drug
4352	C3892217	drug
4353	C2000261	drug
4354	C0978162	drug
4355	C0981244	drug
4356	C0976734	drug
4357	C0874211	drug
4358	C3887713	drug
4359	C1300274	drug
4360	C0693481	drug
4361	C0795582	drug
4362	C1168825	drug
4363	C1165073	drug
4364	C0350167	drug
4365	C1646068	drug
4366	C0689337	drug
4367	C0981817	drug
4368	C0691712	drug
4369	C0994644	drug
4370	C2709721	drug
4371	C1361671	drug
4372	C0691950	drug
4373	C0980977	drug
4374	C1269867	drug
4375	C0977975	drug
4376	C1163898	drug
4377	C4059353	drug
4378	C0282304	drug
4379	C0282321	drug
4380	C1813815	drug
4381	C0054259	drug
4382	C0978924	drug
4383	C1313052	drug
4384	C0777391	drug
4385	C4521518	drug
4386	C4282340	drug
4387	C3555653	drug
4388	C0979426	drug
4389	C1337241	drug
4390	C1613524	drug
4391	C2939613	drug
4392	C0012341	drug
4393	C0028351	drug
4394	C2587204	drug
4395	C0733365	drug
4396	C3834496	drug
4397	C0975924	drug
4398	C1812859	drug
4399	C0543492	drug
4400	C0688461	drug
4401	C0973982	drug
4402	C2369195	drug
4403	C0691061	drug
4404	C0977059	drug
4405	C0709737	drug
4406	C0976532	drug
4407	C0978745	drug
4408	C0688331	drug
4409	C0715724	drug
4410	C3644778	drug
4411	C0979455	drug
4412	C0691433	drug
4413	C2370743	drug
4414	C4473953	drug
4415	C1445666	drug
4416	C0537670	drug
4417	C3817073	drug
4418	C0977741	drug
4419	C0939100	drug
4420	C0004475	drug
4421	C0785855	drug
4422	C0977074	drug
4423	C3692837	drug
4424	C3709431	drug
4425	C1615782	drug
4426	C0976102	drug
4427	C3529093	drug
4428	C0885298	drug
4429	C4317559	drug
4430	C0589887	drug
4431	C0980073	drug
4432	C0975110	drug
4433	C0689796	drug
4434	C0979724	drug
4435	C0791422	drug
4436	C0031448	drug
4437	C0354594	drug
4438	C0142825	drug
4439	C0981387	drug
4440	C0774855	drug
4441	C1328988	drug
4442	C0054234	drug
4443	C0688436	drug
4444	C0693960	drug
4445	C3709981	drug
4446	C0981556	drug
4447	C0979761	drug
4448	C4079830	drug
4449	C3499910	drug
4450	C0008402	drug
4451	C0973952	drug
4452	C2701586	drug
4453	C0975611	drug
4454	C0793158	drug
4455	C2719593	drug
4456	C0708685	drug
4457	C0977991	drug
4458	C4256986	drug
4459	C1591308	drug
4460	C0703805	drug
4461	C4281874	drug
4462	C0074926	drug
4463	C1813084	drug
4464	C0873118	drug
4465	C0982721	drug
4466	C0993199	drug
4467	C0772594	drug
4468	C0070709	drug
4469	C0688829	drug
4470	C0978972	drug
4471	C0085272	drug
4472	C0689391	drug
4473	C3644424	drug
4474	C0691063	drug
4475	C1169120	drug
4476	C0980681	drug
4477	C3692256	drug
4478	C0979238	drug
4479	C4082946	drug
4480	C3887719	drug
4481	C0774024	drug
4482	C0981654	drug
4483	C0692452	drug
4484	C1814984	drug
4485	C1813813	drug
4486	C0995119	drug
4487	C0995120	drug
4488	C2370736	drug
4489	C1875886	drug
4490	C0007257	drug
4491	C0071836	drug
4492	C0979110	drug
4493	C1269857	drug
4494	C0691140	drug
4495	C0011824	drug
4496	C0700446	drug
4497	C0774396	drug
4498	C2719946	drug
4499	C0690177	drug
4500	C1762246	drug
4501	C2746506	drug
4502	C4282067	drug
4503	C1621474	drug
4504	C1815849	drug
4505	C0068377	drug
4506	C3888231	drug
4507	C0692594	drug
4508	C0975879	drug
4509	C4048651	drug
4510	C0978412	drug
4511	C0981656	drug
4512	C0981432	drug
4513	C1572490	drug
4514	C0113291	drug
4515	C3854171	drug
4516	C0784696	drug
4517	C1163939	drug
4518	C0034414	drug
4519	C1620305	drug
4520	C0009137	drug
4521	C3200624	drug
4522	C0981219	drug
4523	C0980465	drug
4524	C1572577	drug
4525	C0779140	drug
4526	C1319369	drug
4527	C0690516	drug
4528	C0689118	drug
4529	C1532971	drug
4530	C3162592	drug
4531	C0691505	drug
4532	C1949548	drug
4533	C0688576	drug
4534	C1721300	drug
4535	C3163073	drug
4536	C0979727	drug
4537	C4082903	drug
4538	C0979312	drug
4539	C0057361	drug
4540	C0974927	drug
4541	C0775460	drug
4542	C1669518	drug
4543	C0789653	drug
4544	C4056021	drug
4545	C4083326	drug
4546	C0978904	drug
4547	C4060035	drug
4548	C0173083	drug
4549	C3817092	drug
4550	C0978388	drug
4551	C0976157	drug
4552	C0976939	drug
4553	C1962182	drug
4554	C0690445	drug
4555	C0977941	drug
4556	C0690626	drug
4557	C1328025	drug
4558	C0979354	drug
4559	C2710154	drug
4560	C1827483	drug
4561	C2744440	drug
4562	C0980050	drug
4563	C4256882	drug
4564	C1161846	drug
4565	C3710213	drug
4566	C0975947	drug
4567	C1813975	drug
4568	C2746144	drug
4569	C4082776	drug
4570	C0978640	drug
4571	C2369199	drug
4572	C0782868	drug
4573	C1962140	drug
4574	C2927378	drug
4575	C0350497	drug
4576	C3282147	drug
4577	C3185136	drug
4578	C2723474	drug
4579	C0978319	drug
4580	C3496930	drug
4581	C0770666	drug
4582	C0694104	drug
4583	C0991838	drug
4584	C1177229	drug
4585	C0975321	drug
4586	C0873195	drug
4587	C0694423	drug
4588	C1164732	drug
4589	C4080158	drug
4590	C1509195	drug
4591	C0712109	drug
4592	C0705524	drug
4593	C0689429	drug
4594	C1616231	drug
4595	C4282027	drug
4596	C0975952	drug
4597	C0028978	drug
4598	C0360506	drug
4599	C0731573	drug
4600	C0979281	drug
4601	C1572564	drug
4602	C1700823	drug
4603	C0783618	drug
4604	C0981549	drug
4605	C0688782	drug
4606	C0008188	drug
4607	C0354870	drug
4608	C0995188	drug
4609	C4033656	drug
4610	C0773955	drug
4611	C0773180	drug
4612	C0776660	drug
4613	C0975881	drug
4614	C3819009	drug
4615	C1329139	drug
4616	C0355200	drug
4617	C1346257	drug
4618	C2741657	drug
4619	C0724633	drug
4620	C0981571	drug
4621	C0039771	drug
4622	C4019449	drug
4623	C0974668	drug
4624	C0687772	drug
4625	C0991767	drug
4626	C0077039	drug
4627	C0978367	drug
4628	C0360534	drug
4629	C3652270	drug
4630	C0688001	drug
4631	C0688740	drug
4632	C3886073	drug
4633	C0774525	drug
4634	C0976745	drug
4635	C1591652	drug
4636	C1176329	drug
4637	C0980677	drug
4638	C0978700	drug
4639	C0978144	drug
4640	C0141756	drug
4641	C2709803	drug
4642	C0027302	drug
4643	C2356356	drug
4644	C3883357	drug
4645	C0773493	drug
4646	C0687943	drug
4647	C0980601	drug
4648	C0980573	drug
4649	C0980945	drug
4650	C4082957	drug
4651	C0774979	drug
4652	C3489128	drug
4653	C4082911	drug
4654	C0053229	drug
4655	C0692500	drug
4656	C0012702	drug
4657	C2608718	drug
4658	C4073597	drug
4659	C0976406	drug
4660	C2747653	drug
4661	C1720695	drug
4662	C1374984	drug
4663	C0975005	drug
4664	C0981053	drug
4665	C1949283	drug
4666	C0593975	drug
4667	C2937480	drug
4668	C0688816	drug
4669	C0003818	drug
4670	C1572357	drug
4671	C2684343	drug
4672	C0072973	drug
4673	C0980084	drug
4674	C0688747	drug
4675	C3183832	drug
4676	C0005739	drug
4677	C0979749	drug
4678	C0710403	drug
4679	C1269859	drug
4680	C0688721	drug
4681	C0033603	drug
4682	C0937916	drug
4683	C0773187	drug
4684	C0939667	drug
4685	C3665688	drug
4686	C0976952	drug
4687	C2927775	drug
4688	C3848541	drug
4689	C4017875	drug
4690	C0059562	drug
4691	C0980092	drug
4692	C0688149	drug
4693	C0778846	drug
4694	C0689151	drug
4695	C0774142	drug
4696	C0975030	drug
4697	C0977748	drug
4698	C0962603	drug
4699	C0688696	drug
4700	C1329874	drug
4701	C3254924	drug
4702	C2979266	drug
4703	C0978476	drug
4704	C0025381	drug
4705	C0040233	drug
4706	C0982813	drug
4707	C0692629	drug
4708	C2747545	drug
4709	C4530585	drug
4710	C0981168	drug
4711	C0689226	drug
4712	C1877853	drug
4713	C0006376	drug
4714	C0142785	drug
4715	C3264621	drug
4716	C0974577	drug
4717	C3831943	drug
4718	C0993184	drug
4719	C1275984	drug
4720	C1615647	drug
4721	C1329046	drug
4722	C4521162	drug
4723	C0980940	drug
4724	C0003641	drug
4725	C3247924	drug
4726	C0980386	drug
4727	C1269927	drug
4728	C4033933	drug
4729	C3834104	drug
4730	C4317350	drug
4731	C0991874	drug
4732	C0054672	drug
4733	C0358980	drug
4734	C3531318	drug
4735	C0980464	drug
4736	C0001465	drug
4737	C0981717	drug
4738	C0977378	drug
4739	C3249370	drug
4740	C0982897	drug
4741	C0975955	drug
4742	C2722454	drug
4743	C0357218	drug
4744	C2723056	drug
4745	C0978004	drug
4746	C0981881	drug
4747	C0774178	drug
4748	C0872534	drug
4749	C0981657	drug
4750	C2917392	drug
4751	C4276091	drug
4752	C0975032	drug
4753	C0085379	drug
4754	C4026033	drug
4755	C4530411	drug
4756	C0035179	drug
4757	C0976921	drug
4758	C1321197	drug
4759	C0981178	drug
4760	C0981502	drug
4761	C0688672	drug
4762	C1372987	drug
4763	C0068334	drug
4764	C0981356	drug
4765	C4257015	drug
4766	C0981408	drug
4767	C0704875	drug
4768	C1563281	drug
4769	C0979881	drug
4770	C0694209	drug
4771	C0008294	drug
4772	C0688223	drug
4773	C0690425	drug
4774	C0974240	drug
4775	C2242337	drug
4776	C4018655	drug
4777	C1595294	drug
4778	C2342827	drug
4779	C0703865	drug
4780	C0982906	drug
4781	C0242518	drug
4782	C0024002	drug
4783	C0689838	drug
4784	C1591322	drug
4785	C1329030	drug
4786	C0691064	drug
4787	C0717551	drug
4788	C4317352	drug
4789	C0794796	drug
4790	C0690481	drug
4791	C0978237	drug
4792	C0785044	drug
4793	C0976572	drug
4794	C0789616	drug
4795	C0976393	drug
4796	C0980192	drug
4797	C3854291	drug
4798	C0010525	drug
4799	C0978252	drug
4800	C4317565	drug
4801	C2724902	drug
4802	C1576707	drug
4803	C0978897	drug
4804	C4317199	drug
4805	C1948376	drug
4806	C0006982	drug
4807	C0978014	drug
4808	C3255405	drug
4809	C1949012	drug
4810	C0974603	drug
4811	C0700582	drug
4812	C0687994	drug
4813	C0070563	drug
4814	C1878422	drug
4815	C0206460	drug
4816	C0781517	drug
4817	C1260321	drug
4818	C0974647	drug
4819	C0981164	drug
4820	C0978251	drug
4821	C0980352	drug
4822	C0306604	drug
4823	C1948899	drug
4824	C0028094	drug
4825	C0690598	drug
4826	C1533309	drug
4827	C0977275	drug
4828	C0976673	drug
4829	C1177110	drug
4830	C1678805	drug
4831	C0030775	drug
4832	C4048569	drug
4833	C0938630	drug
4834	C1876540	drug
4835	C0772394	drug
4836	C0981117	drug
4837	C0754647	drug
4838	C0286185	drug
4839	C1509822	drug
4840	C0038774	drug
4841	C0304712	drug
4842	C1996399	drug
4843	C0982902	drug
4844	C0546863	drug
4845	C0978075	drug
4846	C0033448	drug
4847	C0689394	drug
4848	C0980858	drug
4849	C0973778	drug
4850	C0979469	drug
4851	C4522858	drug
4852	C2937334	drug
4853	C0688690	drug
4854	C0937506	drug
4855	C0980024	drug
4856	C2341740	drug
4857	C0975676	drug
4858	C0981995	drug
4859	C4083779	drug
4860	C0693606	drug
4861	C0982681	drug
4862	C0008806	drug
4863	C4056561	drug
4864	C2608508	drug
4865	C0995114	drug
4866	C2240968	drug
4867	C1608272	drug
4868	C0975620	drug
4869	C2343873	drug
4870	C0982455	drug
4871	C0979360	drug
4872	C0779011	drug
4873	C1509430	drug
4874	C0716865	drug
4875	C0782790	drug
4876	C0978509	drug
4877	C0702316	drug
4878	C1816183	drug
4879	C4282629	drug
4880	C3652291	drug
4881	C1814301	drug
4882	C2722030	drug
4883	C0688300	drug
4884	C0979731	drug
4885	C0977182	drug
4886	C0975140	drug
4887	C4522955	drug
4888	C0304441	drug
4889	C3848727	drug
4890	C0690696	drug
4891	C0692946	drug
4892	C2746511	drug
4893	C0982018	drug
4894	C0980346	drug
4895	C0688618	drug
4896	C4238550	drug
4897	C0979220	drug
4898	C3162907	drug
4899	C0002525	drug
4900	C0245561	drug
4901	C0691147	drug
4902	C0018165	drug
4903	C0980269	drug
4904	C0756085	drug
4905	C0977247	drug
4906	C3245316	drug
4907	C0010137	drug
4908	C0975241	drug
4909	C0689173	drug
4910	C0690289	drug
4911	C1572523	drug
4912	C0976539	drug
4913	C0690152	drug
4914	C2710120	drug
4915	C0691927	drug
4916	C0724715	drug
4917	C0976763	drug
4918	C0994613	drug
4919	C3534998	drug
4920	C0981658	drug
4921	C0688502	drug
4922	C0974540	drug
4923	C0976985	drug
4924	C0979950	drug
4925	C2920441	drug
4926	C0355976	drug
4927	C0025033	drug
4928	C0689766	drug
4929	C0058056	drug
4930	C0977824	drug
4931	C0872418	drug
4932	C0546880	drug
4933	C0700579	drug
4934	C0690863	drug
4935	C0978415	drug
4936	C4518977	drug
4937	C0691370	drug
4938	C0872954	drug
4939	C0979184	drug
4940	C0288171	drug
4941	C0974928	drug
4942	C0982878	drug
4943	C3883589	drug
4944	C4256296	drug
4945	C0980908	drug
4946	C3495646	drug
4947	C0980584	drug
4948	C0775600	drug
4949	C0974794	drug
4950	C4316970	drug
4951	C0689461	drug
4952	C0872988	drug
4953	C1995641	drug
4954	C0975386	drug
4955	C0060231	drug
4956	C1329071	drug
4957	C0973956	drug
4958	C1533357	drug
4959	C0071042	drug
4960	C0688374	drug
4961	C0977695	drug
4962	C0778296	drug
4963	C0032479	drug
4964	C2240777	drug
4965	C0068397	drug
4966	C0973988	drug
4967	C4530396	drug
4968	C0975706	drug
4969	C0718043	drug
4970	C0980094	drug
4971	C0042291	drug
4972	C0771826	drug
4973	C4292926	drug
4974	C0980887	drug
4975	C3888295	drug
4976	C0589753	drug
4977	C0074747	drug
4978	C0981767	drug
4979	C2684239	drug
4980	C0688568	drug
4981	C4541829	drug
4982	C1965692	drug
4983	C0710299	drug
4984	C0694369	drug
4985	C1612888	drug
4986	C0707596	drug
4987	C0980507	drug
4988	C0018026	drug
4989	C0775264	drug
4990	C0980355	drug
4991	C0980827	drug
4992	C0014942	drug
4993	C0976098	drug
4994	C0981752	drug
4995	C0689288	drug
4996	C0053114	drug
4997	C0704829	drug
4998	C2917386	drug
4999	C0262960	drug
5000	C0009053	drug
5001	C2930789	drug
5002	C0771019	drug
5003	C0037490	drug
5004	C0708653	drug
5005	C0994394	drug
5006	C0975761	drug
5007	C0975547	drug
5008	C0974530	drug
5009	C2346394	drug
5010	C0688094	drug
5011	C0981500	drug
5012	C1676705	drug
5013	C0978520	drug
5014	C1699899	drug
5015	C0979406	drug
5016	C0979440	drug
5017	C1667080	drug
5018	C4238166	drug
5019	C2919805	drug
5020	C0073571	drug
5021	C0688224	drug
5022	C4256839	drug
5023	C1949317	drug
5024	C0975750	drug
5025	C0786297	drug
5026	C2606637	drug
