index	DrugBank_id
1872	DB06246
1873	DB00524
1874	DB04865
1875	DB09068
1876	DB01126
1877	DB01081
1878	DB01604
1879	DB00244
1880	DB00008
1881	DB08816
1882	DB00730
1883	DB01069
1884	DB00182
1885	DB01091
1886	DB06779
1887	DB09271
1888	DB08808
1889	DB05773
1890	DB05265
1891	DB08800
1892	DB03754
1893	DB00052
1894	DB00463
1895	DB00490
1896	DB01282
1897	DB01619
1898	DB04854
1899	DB09276
1900	DB09013
1901	DB09053
1902	DB11133
1903	DB00320
1904	DB03509
1905	DB00248
1906	DB09085
1907	DB00737
1908	DB09049
1909	DB00459
1910	DB00591
1911	DB00560
1912	DB11593
1913	DB01435
1914	DB09202
1915	DB06271
1916	DB06792
1917	DB05668
1918	DB00829
1919	DB08967
1920	DB05679
1921	DB01559
1922	DB00535
1923	DB01433
1924	DB01158
1925	DB03796
1926	DB04866
1927	DB04365
1928	DB09210
1929	DB01241
1930	DB08953
1931	DB06512
1932	DB00162
1933	DB09318
1934	DB09258
1935	DB08827
1936	DB06772
1937	DB01202
1938	DB01267
1939	DB03255
1940	DB09054
1941	DB01330
1942	DB03467
1943	DB00727
1944	DB04878
1945	DB08626
1946	DB04819
1947	DB09231
1948	DB05076
1949	DB01194
1950	DB01276
1951	DB01199
1952	DB00380
1953	DB06764
1954	DB06826
1955	DB09259
1956	DB08997
1957	DB00703
1958	DB00652
1959	DB04910
1960	DB11231
1961	DB01215
1962	DB09125
1963	DB01424
1964	DB00446
1965	DB04216
1966	DB01112
1967	DB01306
1968	DB00359
1969	DB06149
1970	DB09330
1971	DB08893
1972	DB08980
1973	DB06412
1974	DB08933
1975	DB06261
1976	DB00552
1977	DB01236
1978	DB07347
1979	DB00081
1980	DB06160
1981	DB00327
1982	DB00805
1983	DB08903
1984	DB01816
1985	DB00408
1986	DB04996
1987	DB01047
1988	DB08965
1989	DB00296
1990	DB01136
1991	DB01575
1992	DB06822
1993	DB01291
1994	DB00854
1995	DB09124
1996	DB06712
1997	DB01012
1998	DB00184
1999	DB09137
2000	DB08941
2001	DB09194
2002	DB06635
2003	DB01065
2004	DB00109
2005	DB09033
2006	DB00821
2007	DB06771
2008	DB01127
2009	DB09345
2010	DB01203
2011	DB00273
2012	DB00364
2013	DB04348
2014	DB01048
2015	DB02115
2016	DB09082
2017	DB00023
2018	DB00698
2019	DB00309
2020	DB01296
2021	DB00186
2022	DB00266
2023	DB11156
2024	DB11130
2025	DB01094
2026	DB01409
2027	DB06780
2028	DB01128
2029	DB00013
2030	DB09528
2031	DB01212
2032	DB01764
2033	DB00775
2034	DB01405
2035	DB01163
2036	DB00449
2037	DB06730
2038	DB00929
2039	DB11529
2040	DB00485
2041	DB09138
2042	DB00382
2043	DB06413
2044	DB00310
2045	DB03073
2046	DB08883
2047	DB06706
2048	DB04711
2049	DB00443
2050	DB00529
2051	DB04975
2052	DB00948
2053	DB01547
2054	DB09211
2055	DB06230
2056	DB04888
2057	DB00140
2058	DB00207
2059	DB00803
2060	DB05804
2061	DB01910
2062	DB00980
2063	DB02640
2064	DB00544
2065	DB09401
2066	DB01626
2067	DB01364
2068	DB00875
2069	DB01062
2070	DB06603
2071	DB08927
2072	DB09070
2073	DB09005
2074	DB00675
2075	DB06420
2076	DB01284
2077	DB03568
2078	DB00571
2079	DB01423
2080	DB01168
2081	DB00240
2082	DB00683
2083	DB01218
2084	DB02010
2085	DB00748
2086	DB01256
2087	DB00294
2088	DB00986
2089	DB01351
2090	DB08828
2091	DB00938
2092	DB04253
2093	DB09101
2094	DB00397
2095	DB01131
2096	DB04967
2097	DB00527
2098	DB11401
2099	DB05428
2100	DB00707
2101	DB06202
2102	DB06506
2103	DB00321
2104	DB00797
2105	DB07615
2106	DB03424
2107	DB01050
2108	DB00921
2109	DB05022
2110	DB04846
2111	DB02424
2112	DB00548
2113	DB05239
2114	DB00035
2115	DB11303
2116	DB00002
2117	DB09285
2118	DB00026
2119	DB00635
2120	DB09296
2121	DB00545
2122	DB01578
2123	DB00691
2124	DB01390
2125	DB08843
2126	DB00323
2127	DB08885
2128	DB11475
2129	DB09268
2130	DB00206
2131	DB01105
2132	DB01606
2133	DB00214
2134	DB04573
2135	DB08971
2136	DB00426
2137	DB06825
2138	DB01061
2139	DB06718
2140	DB00314
2141	DB01191
2142	DB00931
2143	DB00040
2144	DB00280
2145	DB11516
2146	DB08820
2147	DB00029
2148	DB10631
2149	DB09031
2150	DB00234
2151	DB00295
2152	DB04932
2153	DB04630
2154	DB01367
2155	DB00126
2156	DB09378
2157	DB00892
2158	DB09282
2159	DB01459
2160	DB00211
2161	DB00919
2162	DB00788
2163	DB04884
2164	DB04571
2165	DB00987
2166	DB08879
2167	DB00500
2168	DB11124
2169	DB01252
2170	DB01121
2171	DB00965
2172	DB11428
2173	DB11490
2174	DB00622
2175	DB00709
2176	DB06282
2177	DB02342
2178	DB05266
2179	DB00353
2180	DB00307
2181	DB00521
2182	DB09083
2183	DB00411
2184	DB04552
2185	DB01225
2186	DB04339
2187	DB08974
2188	DB09008
2189	DB06195
2190	DB05245
